Station_Name,GroupName,Owner_Name,Operators_Name,Connection_Type,Generation_Type,Operating_Capacity,Fuel_Name,Primary_Efficiency,Secondary_Fuel,Secondary_Efficiency,Date_Commissioned,Year,Installed_Capacity,Max_Unit_Size,Typical_Annual_GWh,Generating_Units,Thermal_Operating_Stockpile,Hydro_Max_m3_Storage,Hydro_Max_GWh_Storage,Node_Name,Region_Name,Island_Name,Comments,Decommission_Date,Data_Source,GroupOrder,CDSName
Marsden B,,Mighty River Power,Mighty River Power,Grid Connected,Thermal,0,Coal_NI,0,Not Applicable,0,1979,1979,236,236 MW,0,,,0,,MDN1101,NIS - North Isthmus,NI - North Island,"Mothballed. As at April 2012 the plant had been dismantled, pending shipment to an overseas buyer",2012,"EL Database,EMS (Reconciliation Manager List), www.mightyriverpower.co.nz",,GEN.Thermal.Marsden.B
Marsden Diesel,,Trustpower,Trustpower,Embedded,Thermal,9,Diesel,0,Not Applicable,0,2011,2011,9,1.8 MW,0,5 x 1.8 MW,,0,,BRB0331,NIS - North Isthmus,NI - North Island,Caterpillar diesel units used as peaking plant to mitigate price peaks. The plant is operated remotely from Tauranga.,," www.trustpower.co.nz, www.energynews.co.nz",,No current series
Matahina,,Trustpower,Trustpower,Grid Connected,Hydro,72,Hydro,0.541,Not Applicable,0,1967,1967,72,36 MW,280,2 x 36 MW ,,7,,MAT1101,BOP - Bay Of Plenty,NI - North Island,"5 kilometres south of Whakatane, the Matahina earth dam is New Zealand's second largest. It is 86 metres high, built on 24 metre deep foundations, 365 metres wide at its base, and 396 metres long. The 3.8 million cubic metres (3.8 billion litres) of water behind the dam drive two 50,000 hp turbines that in turn drive two 36 MW generators producing an average annual output of approximately 300 GWh. The station was commissioned in 1967, but was damaged in the 1987 Edgecumbe earthquake and extensive strengthening work was subsequently undertaken. In 1999 TrustPower purchased the Station from ECNZ for $115 million. An eel pass has been constructed over the dam to allow young eels to migrate upstream.",," www.trustpower.co.nz,EL Database,Electricity Commission,EMS (Reconciliation Manager List)",,GEN.Hydro.Matahina
Mataura,,Niblick Trust,Simply Energy,Embedded,Hydro,0.9,Hydro,0,Not Applicable,0,,,0.9,0.9 MW,4.5,,,0,,GOR0331,OTG - Otago/Southland,SI - South Island,GWh and MW data from Centralised Dataset 2006 calendar year,,"EMS (Reconciliation Manager List), CDS",,GEN.Hydro.Mataura
Matawai,,Clearwater Hydro,The Lines Compnay,Embedded,Hydro,2,Hydro,,Not Applicable,0,Aug 2009,2009,2,1 MW,10,2 x 1 MW,,0,,GIS0501,HBY - Hawkes Bay,NI - North Island,A.K.A. Waikohu hydro scheme,," www.gisborneherald.co.nz, www.clearwaterhydro.co.nz",,No current series
Maungatapere,,Trustpower,Trustpower,Embedded,Thermal,0.5,Unknown,0,Not Applicable,0,,,0.5,0.5 MW,0.3,,,0,,MPE0331,NIS - North Isthmus,NI - North Island,GWh and MW data from Centralised Dataset 2006 calendar year,,"EMS (Reconciliation Manager List), CDS",,GEN.Thermal.Maungatapere
McKays Creek,Kaniere River,Trustpower,Trustpower,Embedded,Hydro,1.1,Hydro,0,Not Applicable,0,1931,1931,1.1,1.1 MW,8,,,0,,HKK0661,WEC - West Coast,SI - South Island,,," www.trustpower.co.nz,Electricity Commission,EMS (Reconciliation Manager List)",2,GEN.Hydro.Hokitika.Kaniere.McKaysCreek
McKee,,Todd Energy,Todd Energy,Grid Connected,Thermal,102,Gas,0,Not Applicable,0,2013,2013,102,50 MW,300,"2 x 50 MW, 2 x 2 MW",,0,,MKE1101,TRN - Taranaki,NI - North Island,Two 50MW gas turbines and 2 x 1 MW cogen units. GWh estimated based on CDS data.,, www.toddenergy.co.nz,,GEN.Thermal.Mangahewa.Grid
Middleton,,CWF Hamilton & Co,Meridian Energy,Embedded,Unknown,0.2,Unknown,0,Not Applicable,0,,,0.2,0.2 MW,0,,,0,,ISL0331,CAN - Canterbury,SI - South Island,GWh and MW data from Centralised Dataset 2006 calendar year,,"EMS (Reconciliation Manager List), CDS",,GEN.Unknown.Christchurch.Islington.Middleton
Milburn,,Department of Corrections,Meridian Energy,Embedded,Thermal,0,Unknown,0,Not Applicable,0,,,0,0 MW,0,,,0,,BAL0331,OTG - Otago/Southland,SI - South Island,,,EMS (Reconciliation Manager List),,GEN.Thermal.Milburn
Mill Creek,,Meridian Energy,Meridian Energy,Embedded,Wind,71.3,Wind,0,Not Applicable,0,Nov 2014,2014,59.8,2.3 MW,235,26 x 2.3 MW,,0,,WIL0331,WEL - Wellington,NI - North Island,"First electricity generated May 2014. Covers approx 18 km2, using Seimens turbines", , https://www.meridianenergy.co.nz/about-us/mill-creek/,,No current series
"Mokai I,II & III",,Tuaropaki Power Company,Mighty River Power,Grid Connected,Geothermal,112,Geothermal,0,Not Applicable,0,Feb 2000,2000,112,35 MW,900,,,0,,WKM2201,WTO - Waikato,NI - North Island,"The Mokai power station was commissioned in February 2000, and is owned by the Tuaropaki Power Company. Mighty River Power is contracted to operate and maintain the station. The Mokai station is basically a larger version of the plant at Rotokawa, with a nominal generation capacity of 94MW. The station was upgraded by an additional 17MW in August 2007 Like Rotokawa, Mokai’s generating plant consists of a main steam back pressure turbine and an ORMAT binary plant. Mokai is modelled as a grid connected network for the purposes of market reconciliation",,"EL Database,PB 'Thermal & Geothermal Generation Capabilities',Electricity Commission,EMS (Reconciliation Manager List), www.mightriverpower.co.nz",,GEN.Geothermal.Mokai
Mokauiti,,King Country Energy,King Country Energy,Embedded,Hydro,1.9,Hydro,0,Not Applicable,0,1963,1963,1.9,1.3 MW,7,"1 x 1.3 MW, 1 x 0.6 MW",,0,,ONG0331,CEN - Central,NI - North Island,"The original power station was commissioned on the Mokau River beside the Wairere Falls in 1925 (turbine 1) with just one machine giving an output of 490 kilowatts. Later three more machines were added in 1938 (turbine 2), 1952 (turbine 3) and 1981 (turbine 4) with associated penstocks, buildings and tailraces. The pipeline runs from a pond interrupting the Mokauiti Stream, a tributary of the Mokau river.",," www.toddenergy.co.nz,Electricity Commission,EMS (Reconciliation Manager List)",,GEN.Hydro.Mokauiti
"Mokoia Road, Hawera",,Swift Energy,Genesis Energy,Embedded,Thermal,0.2,Unknown,0,Not Applicable,0,,,0.2,0.2 MW,0.4,,,0,,HWA0331,TRN - Taranaki,NI - North Island,GWh and MW data from Centralised Dataset 2006 calendar year,,"EMS (Reconciliation Manager List), CDS",,GEN.Thermal.Mokoia
Monowai,,Pioneer Generation,Trustpower,Embedded,Hydro,6.6,Hydro,0,Not Applicable,0,May 1925,1925,6.6,2.2 MW,40,3 x 2 MW,,0,,NMA0331,OTG - Otago/Southland,SI - South Island,,,"Electricity Commission,EMS (Reconciliation Manager List),www.med.govt.nz, www.centrallakestrust.org.nz",,GEN.Hydro.Monowai
Montalto,Rangitata Diversion Race,Trustpower,Trustpower,Partially Embedded,Hydro,1.8,Hydro,0,Not Applicable,0,1982,1982,1.8,1.8 MW,12,,,0,,ASB0331,CAN - Canterbury,SI - South Island,"The Montalto Power Scheme had it's beginnings in 1958, when design work started on a project to generate electricity utilising the stepped flow of the Rangitata Diversion Race - an irrigation project completed in the early 1940's. Commissioning of the Montalto Power Station, which produces 1,100kW during irrigation season and 1,800 kW at other times was completed in 1982. Today the station has an annual output of 12GWh.",," www.trustpower.co.nz,Electricity Commission,EMS (Reconciliation Manager List)",,GEN.Hydro.Montalto.11KV
Motukawa,,Trustpower,Trustpower,Embedded,Hydro,4.5,Hydro,0,Not Applicable,0,Jan 1927,1927,4.8,1.5 MW,26,,,0,,HUI0331,TRN - Taranaki,NI - North Island,"Commissioned in January of 1927, the Motukawa scheme uses 99 of an available 122 metre difference in elevation between the Manganui River near Tariki and the Waitara River near Motukawa to drive three generating sets, the last of which was added in 1938. To provide temporary power during construction a 200kVA hydro plant, the remains of which still exist today, was constructed at the headworks near Tariki. With a total capacity of 4,800 kW, the Motukawa scheme has an average annual output of 25.8 GWh.",," www.trustpower.co.nz,Electricity Commission,EMS (Reconciliation Manager List), ACS data",,GEN.Hydro.Motukawa
Mount Stuart,,Pioneer Generation,Pioneer Generation,Embedded,Wind,7.65,Wind,0,Not Applicable,0,Nov 2011,2011,7.65,0.85 MW,25.6,,,0,,BAL0331,OTG - Otago/Southland,SI - South Island,"The wind farm has 9 wind turbines, with a combined generating capacity of 7.65MW. The 850kW turbines are supplied by Gamesa, a wind turbine manufacture based in Spain. The turbines have a 45 metre tower, and their blades have a 52 metre diameter. Mt Stuart is the first wind farm in New Zealand and Australia to use Gamesa turbines.
Pioneer began construction of the wind farm in April 2011. The wind farm was commissioned in November 2011. The wind farm produces about 25,600MWh per year and feeds its electricity into the OtagoNet network.",, http://windenergy.org.nz,,No current series
Mud House,,Kiwi Wine Company,Trustpower,Embedded,Backup generation,0.2,Diesel,0,Not Applicable,0,,,0.2,0.2 MW,0,,,0,,BLN0331,NEL - Nelson/Marlbourough,SI - South Island,,,"EMS (Reconciliation Manager List), CDS",,GEN.Thermal.Blenheim.Riverlands.MudHouse
New Plymouth,,Contact Energy,Contact Energy,Grid Connected,Thermal,0,Gas,11000,Fuel_Oil,11000,1974,1974,360,105 MW,0,,,0,,NPL1101,TRN - Taranaki,NI - North Island,"'The plant is now mothballed following the discovery of asbestos in the plant earlier in 2007. The first of the station's five generating units was commissioned in 1974. It injected into the grid on two buses (110kv and 200kv, NPL1101 and NPL2201, 2 units and 1 unit respectively). The station's 198 metre chimney is one of the tallest in New Zealand and contains one million bricks, 16,400 tonnes of concrete and 1,200 tonnes of reinforcing steel. It is designed to sway between five and eight cm during 40 to 60 knot winds.",2011," www.mycontact.co.nz,EL Database,PB 'Thermal & Geothermal Generation Capabilities',Electricity Commission,EMS (Reconciliation Manager List), ACS data",,"GEN.Thermal.NewPlymouth.110KV,GEN.Thermal.NewPlymouth.220KV"
Nga Awa Purua,,Mighty River Power,Mighty River Power,Grid Connected,Geothermal,140,Geothermal,0,Not Applicable,0,2010,2010,140,140 MW,1100,1 x 140 MW,,0,,NAP2201,WTO - Waikato,NI - North Island,The generation plant was developed by Mighty River Power in partnership with the Tauhara North No 2 Trust. It is close to the existing Rotokawa geothermal power station and connects into existing 220kv transmission lines directly over the field.,,http://www.mightyriverpower.co.nz/Generation/,,GEN.Geothermal.Rotokawa.Grid
Ngahere,,Birchfield Minerals,Mighty River Power,Embedded,Hydro,0.1,Hydro,0,Not Applicable,0,,,0.1,0.1 MW,0.2,,,0,,DOB0331,WEC - West Coast,SI - South Island,,,"EMS (Reconciliation Manager List), CDS",,GEN.Hydro.Ngahere
Ngatamariki,,Mighty River Power,Mighty River Power,Grid Connected,Geothermal,82,Geothermal,,Not Applicable,0,Mar 2013,2013,82,21 MW,670,4 x 21 MW,,0,,NAP2202,WTO - Waikato,NI - North Island,"While Mighty River wholly ownes the power station, the Tauhara North No. 2 Trust receives a revenue stream from the operation of the plant, and has the option to take a market-value equity stake in the power station after its first 10 years of operation.",, www.mightyriver.co.nz,,GEN.Geothermal.Ngatamariki
Ngawha,,Top Energy,Top Energy,Embedded,Geothermal,25,Geothermal,0,Not Applicable,0,Jun 1998,1998,25,12 MW,200,,,0,,KOE0331,NIS - North Isthmus,NI - North Island,"Located approximately seven kilometers from Kaikohe, the Ngawha Geothermal Power Station was set up to use geothermal energy from the Ngawha Springs area to generate electricity. Using four of twenty existing wells drilled by the Ministry of Works in the early 1980's, the plant uses a binary-generating unit manufactured by Ormat Industries of Israel. Operation commenced in June 1998.",,"PB 'Thermal & Geothermal Generation Capabilities',Electricity Commission,EMS (Reconciliation Manager List)",,GEN.Geothermal.Ngawha
Ohaaki,,Contact Energy,Contact Energy,Grid Connected,Geothermal,70,Geothermal,0,Not Applicable,0,1989,1989,116,58 MW,300,,,0,,OKI2201,WTO - Waikato,NI - North Island,"Production wells at Ohaaki are, on average, 1.2 km deep and reach water at temperatures up to 280°C. The most distinctive feature at Ohaaki is the 105 metre high cooling tower. Using natural convection, the tower cools the water used to condense the steam as it exits the power turbines. Although Ohaaki still has 116 MWe of plant installed on site, high pressure turbines are now decommissioned and only one of the two remaining turbines is operating. The station generates between 30 and 40 MWe due to field limitations. Some additional Ohaaki drilling has been undertaken to fully load the remaining turbine.",,"EL Database,PB 'Thermal & Geothermal Generation Capabilities',EMS (Reconciliation Manager List),www.nzgeothermal.org.nz",,GEN.Geothermal.Ohaaki
Ohakuri,Waikato Hydro Scheme,Mighty River Power,Mighty River Power,Grid Connected,Hydro,112,Hydro,0.278,Not Applicable,0,Feb 1962,1962,112,28 MW,400,,,14,,OHK2201,WTO - Waikato,NI - North Island,"Ohakuri has an earth dam with concrete gravity sections for the intake and spillway structures. Steel penstocks lead from the intake to the four Francis turbines in the powerhouse. An auxiliary turbine takes water through a dedicated penstock to generate electricity for the station. An open concrete spillway sweeps around the right end of the dam and down to the river below. A special feature is the fantail-shaped outlet which throws the water in a high, wide arc to minimise any erosion while the gates are open. The powerhouse lies below the dam on the left bank. For 1 MW of electricity to be generated at this station, 3.6 tonnes of water every second is required. Each of the four generators produces electricity at 11,000 volts. Transformers step up the voltage to 220,000 volts for transmission over the national grid.",,"Electricity Commission,EMS (Reconciliation Manager List)",2,GEN.Hydro.Waikato.Ohakuri
Ohau A,Waitaki Hydro Scheme,Meridian Energy,Meridian Energy,Grid Connected,Hydro,264,Hydro,0.501,Not Applicable,0,1980,1980,264,66 MW,1150,,,0,,OHA2201,SCN - South Canterbury,SI - South Island,"Water flowing from Lake Pukaki enters the Pukaki canal or can be spilled into the normally dry Pukaki Riverbed. Water flowing down the Pukaki canal merges with the Ohau Canal just before the Ohau A station, the Pukaki River flows to Lake Benmore. After passing through Ohau A the water flows into Lake Ruataniwha.",," www.meridianenergy.co.nz,EL Database,PB 'Thermal & Geothermal Generation Capabilities',Electricity Commission,EMS (Reconciliation Manager List)",3,GEN.Hydro.Waitaki.Ohau.A
Ohau B,Waitaki Hydro Scheme,Meridian Energy,Meridian Energy,Grid Connected,Hydro,212,Hydro,0.417,Not Applicable,0,1984,1984,212,53 MW,970,,,0,,OHB2201,SCN - South Canterbury,SI - South Island,,," www.meridianenergy.co.nz,EL Database,PB 'Thermal & Geothermal Generation Capabilities',Electricity Commission,EMS (Reconciliation Manager List)",4,GEN.Hydro.Waitaki.Ohau.B
Ohau C,Waitaki Hydro Scheme,Meridian Energy,Meridian Energy,Grid Connected,Hydro,212,Hydro,0.42,Not Applicable,0,1985,1985,212,53 MW,970,,,0,,OHC2201,SCN - South Canterbury,SI - South Island,Ohau C is situated downstream of Ohau B on a canal that links Lakes Ruataniwha and Benmore. A complex series of weirs allows water to be diverted from the canal into the nearby Ohau River (that also flows to Lake Benmore) allowing Ohau B to continue operating when Ohau C is out of action.,," www.meridianenergy.co.nz,EL Database,PB 'Thermal & Geothermal Generation Capabilities',Electricity Commission,EMS (Reconciliation Manager List)",5,GEN.Hydro.Waitaki.Ohau.C
Omarama,,Waitaki Power,Meridian Energy,Embedded,Unknown,0,Unknown,0,Not Applicable,0,,,0,0 MW,0,,,0,,WTK0331,OTG - Otago/Southland,SI - South Island,GWh and MW data from Centralised Dataset 2006 calendar year,,"EMS (Reconciliation Manager List), CDS",,GEN.Unknown.Omarama
Onekaka,,Onekaka Energy,Onekaka Energy,Embedded,Hydro,1,Hydro,0,Not Applicable,0,,,1,1 MW,3.2,,,0,,MPI0661,NEL - Nelson/Marlbourough,SI - South Island,GWh and MW data from Centralised Dataset 2006 calendar year,,"EMS (Reconciliation Manager List), CDS",,GEN.Hydro.Onekaka
Opuha,,Alpine Energy,Contact Energy,Partially Embedded,Hydro,7.5,Hydro,0,Not Applicable,0,1999,1999,7.5,7.5 MW,21,,,0,,ABY0111,SCN - South Canterbury,SI - South Island,,,"Electricity Commission,EMS (Reconciliation Manager List)",,GEN.Hydro.Opuha
Opunake,,Trustpower,Trustpower,Embedded,Hydro,0.3,Hydro,0,Not Applicable,0,,,0.3,0.3 MW,1.2,,,0,,OPK0331,TRN - Taranaki,NI - North Island,GWh and MW data from Centralised Dataset 2006 calendar year,,"EMS (Reconciliation Manager List), CDS",,GEN.Hydro.Opunake
Orion Diesel,,Orion,Orion,Embedded,Thermal,0.3,Diesel,0,Not Applicable,0,,,0.3,0.3 MW,0.1,,,0,,ADD0661,CAN - Canterbury,SI - South Island,GWh and MW data from Centralised Dataset 2006 calendar year,,"EMS (Reconciliation Manager List), CDS",,GEN.Thermal.Addington.66KV.NomadicDiesel.1
Orion Diesel II,,Orion,Orion,Embedded,Thermal,0.2,Diesel,0,Not Applicable,0,,,0.2,0.2 MW,0,,,0,,ADD0661,CAN - Canterbury,SI - South Island,GWh and MW data from Centralised Dataset 2006 calendar year,,"EMS (Reconciliation Manager List), CDS",,GEN.Thermal.Addington.66KV.NomadicDiesel.2
Otahuhu A,,Contact Energy,Contact Energy,Grid Connected,Thermal,0,Gas,15500,Not Applicable,0,1968,1968,55,55 MW,0,,,0,,OTA1101,AKL - Auckland,NI - North Island,The first four units of Otahuhu A were commissioned in 1968. At the time it was the first large gas turbine power station in Australasia. Because of age and low thermal efficiency the plant is now only ever operated for emergency reasons. Two of the three available units were operated to provide 'reactive power' for the electricity transmission system. Plant site to be decommisioned along with Otahuhu B ,2015,"EL Database,Electricity Commission,EMS (Reconciliation Manager List), www.med.govt.nz",,GEN.Thermal.Otahuhu.A
Otahuhu B,,Contact Energy,Contact Energy,Grid Connected,Thermal,0,Gas,7450,Not Applicable,0,Jan 2000,2000,380,380 MW,0,,,0,,OTA2202,AKL - Auckland,NI - North Island,Otahuhu B capacity varies with the source of the data. The 380 MW figure comes from Contact Energy's website. Transpower reserve modelling documentation lists OTAB's capacity at 395 MW. ACS data has capacity at 372 MW. Plant ceased operation September 2015.,2015,"EL Database,Electricity Commission,EMS (Reconciliation Manager List)",,GEN.Thermal.Otahuhu.B
Otematata,,Network Waitaki,Meridian Energy,Embedded,Unknown,0,Unknown,0,Not Applicable,0,,,0,0 MW,0,,,0,,OTT0011,OTG - Otago/Southland,SI - South Island,Located at Kurow,,EMS (Reconciliation Manager List),,GEN.Unknown.Kurow
Oxburn/Glenorchy,,Pioneer Generation,Pioneer Generation,Embedded,Hydro,0.4,Hydro,0,Not Applicable,0,1968,1968,0.4,0.4 MW,2,2 x 0.5 MW,,0,,FKN0331,OTG - Otago/Southland,SI - South Island,,,"Electricity Commission,EMS (Reconciliation Manager List),www.qldc.govt.nz",,GEN.Hydro.Glenorchy
Pacific Steel,,Vector,Trustpower,Embedded,Backup generation,0.2,Unknown,0,Not Applicable,0,,,0.2,0.2 MW,0,,,0,,MNG0331,AKL - Auckland,NI - North Island,Peak injection of 170kw for 2006/07 from CDS,,"EMS (Reconciliation Manager List),CDS",,GEN.Thermal.Mangere.SteelMill
Paerau,Paerau Gorge Power Scheme,Trustpower,Trustpower,Embedded,Hydro,10,Hydro,0,Not Applicable,0,1984,1984,10,5 MW,48,2 x 5 MW,,0,,NSY0331,OTG - Otago/Southland,SI - South Island,"The combined power and irrigation scheme operates by diverting the Taieri River's flow at Paerau using a substantial weir structure in the river which maintains the water level into the scheme while allowing floods and a minimum river flow to pass. The scheme's inflow passes along an aquaduct through substantial cuttings and a 1.3 kilometre long tunnel before feeding the Paerau Power Station. The outflow from the power station fills a large ponding area from which the irrigation scheme and Patearoa Power Station draw. The irrigation scheme now extends for 35 kilometres down the western side of Maniototo basin. The east side proposal is limited to the second power station near Patearoa which discharges back into the Taieri river. When low flows occur during summer, supplementary flows will be released from the Loganburn Reservoir formed at the site of Great Moss Swamp to ensure minimum river flows are maintained and that sufficient irrigation water is available to the scheme.",," www.trustpower.co.nz,EL Database,Electricity Commission,EMS (Reconciliation Manager List)",,GEN.Hydro.Paerau
Palmerston Nth Mini Hydro,,Palmerston North City Council,Mighty River Power,Embedded,Hydro,0,Hydro,0,Not Applicable,0,,,0,0.02 MW,0,,,0,,BPE0331,CEN - Central,NI - North Island,GWh and MW data from Centralised Dataset 2006 calendar year,,"EMS (Reconciliation Manager List), CDS",,GEN.Hydro.PalmerstonNorth.Turitea.Bunnythorpe
Pan Pac,,Pan Pac Forest Products,Pan Pac Forest Products,Embedded,Cogeneration,12.8,Wood_waste,,Not Applicable,0,2005,2005,12.8,12.8 MW,48,,,0,,WHI0111,HBY - Hawkes Bay,NI - North Island,Rated at 12.8MW but actually generating 5.5MW on average,,EECA,,No current series
Patea,,Trustpower,Trustpower,Grid Connected,Hydro,30.7,Hydro,0.16,Not Applicable,0,May 1984,1984,30.7,10 MW,118,"3 x 10 MW, 1 x 0.7 MW",,0,,HWA1101,TRN - Taranaki,NI - North Island,"Patea power station is situated on the Patea River in South Taranaki and takes advantage of the river's good water flows, 871km2 catchment and long deep river gorge. The site was identified in 1974 and the dam was completed in 1983 with the station commissioned in 1984. The dam is 82 metres high and holds back Lake Rotorangi, which at 45 kilometres is New Zealand's longest man made lake. The station has 31 MW generation capacity and has an average annual output of 118 GWh. As there is a significant eel fishery up and down stream of Patea dam, a pass for young eels has been constructed and is maintained by TrustPower. An active trap and transfer programme, partially funded by TrustPower, is also in operation, and gate operations are timed to help downstream migration of mature eels",," www.trustpower.co.nz,EL Database,Electricity Commission,EMS (Reconciliation Manager List)",,GEN.Hydro.Patea
Patearoa,Paerau Gorge Power Scheme,Trustpower,Trustpower,Embedded,Hydro,2.25,Hydro,0,Not Applicable,0,1984,1984,2.25,2.25 MW,8,,,0,,NSY0331,OTG - Otago/Southland,NI - North Island,"The combined power and irrigation scheme operates by diverting the Taieri River's flow at Paerau using a substantial weir structure in the river which maintains the water level into the scheme while allowing floods and a minimum river flow to pass. The scheme's inflow passes along an aquaduct through substantial cuttings and a 1.3 kilometre long tunnel before feeding the Paerau Power Station. The outflow from the power station fills a large ponding area from which the irrigation scheme and Patearoa Power Station draw. The irrigation scheme now extends for 35 kilometres down the western side of Maniototo basin. The east side proposal is limited to the second power station near Patearoa which discharges back into the Taieri river. When low flows occur during summer, supplementary flows will be released from the Loganburn Reservoir formed at the site of Great Moss Swamp to ensure minimum river flows are maintained and that sufficient irrigation water is available to the scheme.",," www.trustpower.co.nz,EMS (Reconciliation Manager List)",,GEN.Hydro.Paerau
Piriaka,,King Country Energy,King Country Energy,Embedded,Hydro,1.8,Hydro,0,Not Applicable,0,1924,1924,1.8,1.2 MW,7,,,0,,HTI0331,CEN - Central,NI - North Island,The station was opened in 1924 to supply Taumarunui with electricity. In 1938 an agreement was signed with the Government and the local system was connected to the national electricity system to cope with local load growth. In 1971 an additional hydro generator was added.,," www.toddenergy.co.nz,Electricity Commission,EMS (Reconciliation Manager List)",,GEN.Hydro.Piriaka
Piripaua,Waikaremoana,Genesis Energy,Genesis Energy,Grid Connected,Hydro,42,Hydro,0.942,Not Applicable,0,1943,1943,42,21 MW,133,2 x 21 MW,,0,,TUI1101,HBY - Hawkes Bay,NI - North Island,"Piripaua is the last station of the Waikaremoana system drawing water from Lake Whakamarino before releasing it into the Waikaretaheke River. The Waikaremoana Hydro Scheme is located between the remote Te Urewera National Park and Wairoa. The scheme includes the Kaitawa (36MW), Tuai (60MW)and Piripaua (42MW)hydro stations, and is centrally controlled from Tuai. Water from Lake Waikaremoana flows through the Kaitawa power station and into Lake Kaitawa before reaching the Tuai power station. From there it flows into the man-made Lake Whakamarino and through the Piripaua power station, before being released into the Waikaretaheke River and making its way to the sea.",," www.genesisenergy.co.nz,Electricity Commission,EMS (Reconciliation Manager List)",,GEN.Hydro.Waikaremoana
Plimmerton,,Right House,Meridian Energy,Embedded,Unknown,0,Unknown,0,Not Applicable,0,,,0,0 MW,0,,,0,,PNI0331,WEL - Wellington,NI - North Island,,,"EMS (Reconciliation Manager List), CDS",,GEN.Unknown.Plimmerton
Poihipi Rd,,Contact Energy,Contact Energy,Grid Connected,Geothermal,55,Geothermal,0,Not Applicable,0,1997,1997,55,55 MW,350,,,0,,PPI2201,WTO - Waikato,NI - North Island,The Poihipi Road power station was commissioned in 1997 and was bought by Contact in January 2000. It is now operated as an integral part of the Wairakei facility and is supplied with steam from the Wairakei geothermal system. Poihipi currently generates around 200 GWh per year. Poihipi is subject to resource constraints hence the reduced GWh relative to installed MW,," www.mycontact.co.nz,EL Database,PB 'Thermal & Geothermal Generation Capabilities',Electricity Commission,EMS (Reconciliation Manager List),www.nzgeothermal.org.nz, ACS data",,GEN.Geothermal.Poihipi
Port Chalmers,,Port Otago,Meridian Energy,Embedded,Unknown,0,Unknown,0,Not Applicable,0,,,0,0.01 MW,0,,,0,,HWB0331,OTG - Otago/Southland,SI - South Island,GWh and MW data from Centralised Dataset 2006 calendar year,,"EMS (Reconciliation Manager List), CDS",,GEN.Unknown.Dunedin.PortChalmers
PukePine,,PukePine Sawmills,Trustpower,Embedded,Thermal,0,Diesel,0,Not Applicable,0,,,0,0 MW,0,,,0,,TMI0331,BOP - Bay Of Plenty,NI - North Island,,,"EMS (Reconciliation Manager List),CDS",,GEN.Thermal.Pukepine
Pupu Hydro,,Pupu Hydro Society,Contact Energy,Embedded,Hydro,0.3,Hydro,0,Not Applicable,0,,,0.3,0.3 MW,1.7,,,0,,MPI0661,NEL - Nelson/Marlbourough,SI - South Island,GWh and MW data from Centralised Dataset 2006 calendar year,,"EMS (Reconciliation Manager List), CDS",,GEN.Hydro.Pupu
Raetihi,,Trustpower,Trustpower,Embedded,Hydro,0.3,Hydro,0,Not Applicable,0,,,0.3,0.3 MW,1.3,,,0,,OKN0111,CEN - Central,NI - North Island,GWh and MW data from Centralised Dataset 2006 calendar year,,"EMS (Reconciliation Manager List), CDS",,GEN.Hydro.Raetihi
Rangipo,Tongariro Power Development,Genesis Energy,Genesis Energy,Grid Connected,Hydro,120,Hydro,0,Not Applicable,0,1983,1983,120,60 MW,580,,,0,,RPO2201,CEN - Central,NI - North Island,"The Tongariro Power Scheme gathers water from the mountains of the central volcanic plateau in the North Island. The water passes through two power stations Rangipo (120MW) and Tokaanu (240MW) before being released into Lake Taupo. The scheme taps a catchment area of more than 2600 sq km and uses a series of lakes, canals and tunnels to bring water to the two stations which typically generate 1400 GWh p.a.—about 4% of the country's total electricity generation. The western diversion takes water from six rivers and streams from the Whakapapa River to the Whanganui River, into Lake Rotoaira via Lake Otamangakau. The Tokaanu power station is connected to Lake Rotoaira via a six kilometre tunnel through Mount Tihia. It also draws water from the Tongariro River via the Poutu tunnel and canal. On the eastern side of Mount Ruapehu, water is diverted from the Kaimanawa Ranges and headwaters of the Wahianoa River through a 20 km tunnel into the Rangipo dam. The 120MW Rangipo power station is 230 metres below ground. Its turbines are located in a cavern cut from solid rock and lined with concrete.",,"Electricity Commission,EMS (Reconciliation Manager List), www.genesisenergy.co.nz",,GEN.Hydro.Rangipo
Ravensbourne,,Ravensdown Fertiliser Co-op,Meridian Energy,Embedded,Cogeneration,0.5,Unknown,0,Not Applicable,0,,,0.5,0.5 MW,1.1,,,0,,HWB0332,OTG - Otago/Southland,SI - South Island,GWh and MW data from Centralised Dataset 2006 calendar year,,"EMS (Reconciliation Manager List), CDS",,GEN.Thermal.Dunedin.Ravensbourne
Ravensdown,,Vector,Meridian Energy,Embedded,Cogeneration,8,Unknown,0,Not Applicable,0,,,8,8 MW,32,,,0,,RDF0331,HBY - Hawkes Bay,NI - North Island,,,"Electricity Commission,EMS (Reconciliation Manager List)",,GEN.Thermal.Napier.Awatoto
Redvale Landfill,,Waste Management,Trustpower,Embedded,Other,7,Biogas,0,Not Applicable,0,,,7,1 MW,50,7 x 1 MW,,0,,SVL0331,NIS - North Isthmus,NI - North Island,,,"Electricity Commission,EMS (Reconciliation Manager List), CDS",,GEN.Thermal.Redvale
